userid	post	ques	ans	asker	ans1	severity1	ans2	severity2	ans3	severity3
nicomm	Q: hi my name is nico and im a total studd ;D u2665<br>A: Why thank you<3 I'd like to be your stud ;D	hi my name is nico and im a total studd ;D u2665	 Why thank you<3 I'd like to be your stud ;D	barbieFbaby	No	0	No	0	No	0
nicomm	Q: How do youu plan on making my birthday amazing?:D<3<br>A: haha read my previous message :)	How do youu plan on making my birthday amazing?:D<3	 haha read my previous message :)	None	No	0	No	0	No	0
nicomm	Q: how have your past couple days been?<br>A: They've been good :)	how have your past couple days been?	 They've been good :)	shira5108	No	0	No	0	No	0
nicomm	Q: i cant tell you that because it would give it away...but i didnt know you personally last year...<br>A: Do you play any sports?	i cant tell you that because it would give it away...but i didnt know you personally last year...	 Do you play any sports?	None	No	0	No	0	No	0
nicomm	Q: i didnt say u did it. did i? no i didnt.<br>A: well then why did you bring it up?	i didnt say u did it. did i? no i didnt.	 well then why did you bring it up?	ullnevanoo	No	0	No	0	No	0
nicomm	Q: I DO know you on a personal level. Bitch.<br>A: Well if you can't support me and my decisions then maybe we shouldn't be friends. BITCH.	I DO know you on a personal level. Bitch.	 Well if you can't support me and my decisions then maybe we shouldn't be friends. BITCH.	None	Yes	6	Yes	2	Yes	5
nicomm	Q: I DO SUPPORT YOU I JUST WISH YOUD BE DATING SOMEONE ACTUALLY CUTE.. NOT JUST DATING HER FOR HER BIG ASS.<br>A: She's beyond cute  she's beautiful...and im not dating her yet  so you're wrong about me and my reasons for liking her.	I DO SUPPORT YOU I JUST WISH YOUD BE DATING SOMEONE ACTUALLY CUTE.. NOT JUST DATING HER FOR HER BIG ASS.	 She's beyond cute  she's beautiful...and im not dating her yet  so you're wrong about me and my reasons for liking her.	None	Yes	3	No	0	Yes	2
nicomm	Q: i dont givafuck. ur friendless  previously stated in one of my other comments. except for firey  bitch<br>A: ahaha i do have friends  and i know who they are so don't try to teach me about my own life.	i dont givafuck. ur friendless  previously stated in one of my other comments. except for firey  bitch	 ahaha i do have friends  and i know who they are so don't try to teach me about my own life.	ullnevanoo	Yes	2	Yes	6	Yes	6
nicomm	Q: i guarantee you guys wont be going out by the end of summer..<br>A: I guarantee that you're a fuckin retard....soooo fuck you	i guarantee you guys wont be going out by the end of summer..	 I guarantee that you're a fuckin retard....soooo fuck you	None	Yes	4	Yes	3	Yes	7
nicomm	Q: i hate ur fucking guts. u &amp; lindsey? grossest thing ive ever seen<br>A: Haha there's nothing special between us so shut your mouth...and she's better than you  depending on if you're a girl or not haha	i hate ur fucking guts. u &amp; lindsey? grossest thing ive ever seen	 Haha there's nothing special between us so shut your mouth...and she's better than you  depending on if you're a girl or not haha	None	Yes	6	Yes	3	Yes	8
nicomm	Q: I have my shit straight  she wears like the same T-shirts.. her little pink and white stripped shirt or the plaid blue and red or pink shirt or whatever  and maybe some random ones.. with jeans or shorts and vans. OWNED.<br>A: Ahaha not really dumbfuck!!!! And even if she did i wouldnt mind  cause i dont care what other people think...all i care about is her.	I have my shit straight  she wears like the same T-shirts.. her little pink and white stripped shirt or the plaid blue and red or pink shirt or whatever  and maybe some random ones.. with jeans or shorts and vans. OWNED.	 Ahaha not really dumbfuck!!!! And even if she did i wouldnt mind  cause i dont care what other people think...all i care about is her.	None	Yes	5	Yes	5	Yes	4
nicomm	Q: i hope not fool  i like her. she  is bomb as fuck and she got body! sry fo spellin ya name wrong lil mama<br>A: hahaha dude you're a badass	i hope not fool  i like her. she  is bomb as fuck and she got body! sry fo spellin ya name wrong lil mama	 hahaha dude you're a badass	None	No	0	No	0	No	0
nicomm	Q: i hope you know i hate you. frances is one of my best friends! ass hole!<br>A: Good for you...I don't see why you hate me though?	i hope you know i hate you. frances is one of my best friends! ass hole!	 Good for you...I don't see why you hate me though?	None	Yes	4	Yes	1	Yes	7
nicomm	Q: i really am sorry you have to have this ishh on your page tho nico  but im not just gonna sit here while people talk shit thats just not how i was raised. so im sorryy i dont mean to be freeaking out all on here i kinda cnt help it.<br>A: It's totally fine  don't worry about it :))	i really am sorry you have to have this ishh on your page tho nico  but im not just gonna sit here while people talk shit thats just not how i was raised. so im sorryy i dont mean to be freeaking out all on here i kinda cnt help it.	 It's totally fine  don't worry about it :))	barbieFbaby	No	0	No	0	No	0
nicomm	Q: i see you still like frances ;)<br>A: :?	i see you still like frances ;)	 :?	None	No	0	No	0	No	0
nicomm	Q: I was juuust saying hi :)<br>A: Hahaha ohhhhh  hi :))	I was juuust saying hi :)	 Hahaha ohhhhh  hi :))	amarislovesyou	No	0	No	0	No	0
nicomm	Q: ill fight you bitch<br>A: haha fuckoff loser i don't know who you are	ill fight you bitch	 haha fuckoff loser i don't know who you are	None	Yes	8	Yes	6	Yes	9
nicomm	Q: im a girl:)<br>A: Oh wow! How do i know you? :)	im a girl:)	 Oh wow! How do i know you? :)	None	No	0	No	0	No	0
nicomm	Q: im a ninja if that helps<br>A: Shira? :)	im a ninja if that helps	 Shira? :)	None	No	0	No	0	No	None
nicomm	Q: Im not jealous  Im disgusted. Shes grosss.<br>A: Ummm she's really not...get your shit straight before you start frontin'.	Im not jealous  Im disgusted. Shes grosss.	 Ummm she's really not...get your shit straight before you start frontin'.	None	No	0	Yes	6	Yes	5
nicomm	Q: im not Jewish im catholic so suck a dick<br>A: No thanks I don't like dick	im not Jewish im catholic so suck a dick	 No thanks I don't like dick	AndrewHabash55	Yes	3	Yes	2	Yes	2
nicomm	Q: im not the one who called you a whore either haha. i play soccer and run track and did dance for eight years and did gymnastics<br>A: Do you go to Poly?	im not the one who called you a whore either haha. i play soccer and run track and did dance for eight years and did gymnastics	 Do you go to Poly?	None	No	0	No	0	No	0
nicomm	Q: im not the one who said sext me but i was the one joking about the inappropriate messages. who do you think i am? :)<br>A: You honestly want me to guess? You could be anyone in the whole world! hahaha	im not the one who said sext me but i was the one joking about the inappropriate messages. who do you think i am? :)	 You honestly want me to guess? You could be anyone in the whole world! hahaha	None	Yes	1	No	None	No	0
nicomm	Q: Is that a problem?<br>A: Possibly	Is that a problem?	 Possibly	None	No	0	No	0	No	0
nicomm	Q: its not a big deal<br>A: I dont want people to harass you though :(	its not a big deal	 I dont want people to harass you though :(	shira5108	No	0	No	0	No	0
nicomm	Q: just stuff. i can handle it imma big girl dont tripp.<br>A: Alrightt	just stuff. i can handle it imma big girl dont tripp.	 Alrightt	barbieFbaby	No	0	No	0	No	0
nicomm	Q: LEAVE FRANCES ALONE SERIOUSLY DUDE ALL YOUR GOING TO DO IS HURT HER YOUR OVER HERE &quot;TALKING&quot; TO HER AND TALKING TO SABREENA AT THE SAME TIME!<br>A: aha sorry im not talking to sabreena  we're just good friends  dumbass.	LEAVE FRANCES ALONE SERIOUSLY DUDE ALL YOUR GOING TO DO IS HURT HER YOUR OVER HERE &quot;TALKING&quot; TO HER AND TALKING TO SABREENA AT THE SAME TIME!	 aha sorry im not talking to sabreena  we're just good friends  dumbass.	None	No	0	Yes	3	Yes	2
nicomm	Q: lets see it then ? ( : &amp;&amp; i was born in th ghetto si wtfuhh you know bout tht cuhh? ahaha not a damn thing! get on my level trickk. show a name &amp; catchh ahh fade lil homiee. &amp; no you know what dont stay away from me  come find me bxtch ;D<33<br>A: .	lets see it then ? ( : &amp;&amp; i was born in th ghetto si wtfuhh you know bout tht cuhh? ahaha not a damn thing! get on my level trickk. show a name &amp; catchh ahh fade lil homiee. &amp; no you know what dont stay away from me  come find me bxtch ;D<33	 .	barbieFbaby	Yes	1	Yes	2	Yes	8
nicomm	Q: Lindseys one of the coolest chicks at poly so stop hating.  Shes more mature than you&#039;ll ever be. I&#039;ve seen her fight  i dare you to fight her.<br>A: I couldn't have said it any better myself :)	Lindseys one of the coolest chicks at poly so stop hating.  Shes more mature than you&#039;ll ever be. I&#039;ve seen her fight  i dare you to fight her.	 I couldn't have said it any better myself :)	None	Yes	5	No	0	Yes	2
nicomm	Q: lmao! V ( :<br>A: You silly girl :D	lmao! V ( :	 You silly girl :D	barbieFbaby	No	0	No	0	No	0
nicomm	Q: lmfaoooooo. JEALOUS bitches make me sick!(; so nicoo  ahaah what th fxck is up! :D<br>A: bahaha idk :) whats goin on?	lmfaoooooo. JEALOUS bitches make me sick!(; so nicoo  ahaah what th fxck is up! :D	 bahaha idk :) whats goin on?	barbieFbaby	No	0	No	0	No	0
nicomm	Q: lol [: your a funny kidd you know that? [;<br>A: Well i do now :p	lol [: your a funny kidd you know that? [;	 Well i do now :p	barbieFbaby	No	0	No	0	No	0
nicomm	Q: nah im just joking<br>A: haha	nah im just joking	 haha	shira5108	No	0	No	0	No	0
nicomm	Q: Nah you wish  so<br>A: ...no.	Nah you wish  so	 ...no.	None	No	0	No	0	No	0
nicomm	Q: Nico Martinez  why are youu so hott!? Hahaha<br>A: Haha Im not sure  its just natural ;)	Nico Martinez  why are youu so hott!? Hahaha	 Haha Im not sure  its just natural ;)	None	No	0	No	0	No	0
nicomm	Q: Nicoooo! :) okay...welllllll bye :)<br>A: Hahaha what? :))	Nicoooo! :) okay...welllllll bye :)	 Hahaha what? :))	amarislovesyou	No	0	No	0	No	0
nicomm	Q: no i dont why on earth would i wish for something like that?! i actually wish you would stop being a fucking player!<br>A: How am i a player at all? Maybe if you knew me then you would know that im the one who gets played..	no i dont why on earth would i wish for something like that?! i actually wish you would stop being a fucking player!	 How am i a player at all? Maybe if you knew me then you would know that im the one who gets played..	None	No	0	Yes	1	No	0
nicomm	Q: no it&#039;s too fun<br>A: Then you must have a very dull life...loser	no it&#039;s too fun	 Then you must have a very dull life...loser	None	Yes	2	Yes	3	No	0
nicomm	Q: no thats what formspring is for<br>A: Ohhhhh I get it now.	no thats what formspring is for	 Ohhhhh I get it now.	None	No	0	No	0	No	None
nicomm	Q: No you wont.<br>A: Haha listen asshole  you can't sit there and try to tell me about MY feelings unless you know me on a personal level and we're good friends.	No you wont.	 Haha listen asshole  you can't sit there and try to tell me about MY feelings unless you know me on a personal level and we're good friends.	None	Yes	3	Yes	5	No	0
nicomm	Q: no. I hate taylor she used to b firey until she dyed her hair<br>A: okay i dont really give a shit so find something better to do than criticize me.	no. I hate taylor she used to b firey until she dyed her hair	 okay i dont really give a shit so find something better to do than criticize me.	None	Yes	3	Yes	2	Yes	4
nicomm	Q: No. Im not. But thanks for throwing that out there ;)<br>A: Uhh you sound like a retard when you say shit like that  cause you dont know what's gonna happen...we could be going out for one day or one year  but it doesn't matter cause ill always feel the same about her.	No. Im not. But thanks for throwing that out there ;)	 Uhh you sound like a retard when you say shit like that  cause you dont know what's gonna happen...we could be going out for one day or one year  but it doesn't matter cause ill always feel the same about her.	None	Yes	4	Yes	10	Yes	1
nicomm	Q: nope unfortunately<br>A: Ahh	nope unfortunately	 Ahh	None	No	0	No	None	No	0
nicomm	Q: not telling. you will have to just find out on your own. it probably won&#039;t be too hard though.<br>A: Haha oh yeah...fml....but youz a bitchass nigga	not telling. you will have to just find out on your own. it probably won&#039;t be too hard though.	 Haha oh yeah...fml....but youz a bitchass nigga	None	Yes	4	Yes	9	Yes	2
nicomm	Q: o i wonder........<br>A: Wow you really are persistent	o i wonder........	 Wow you really are persistent	ullnevanoo	No	0	No	0	No	0
nicomm	Q: oh frances hunny dont try and talk all ghetto your white ass doesnt fucking scare me  i will break you in fucking half.<br>A: Dude back the fuck off....i probably don't even know you so get the FUCK off of my fucken page and stay the FUCK away from Frances.	oh frances hunny dont try and talk all ghetto your white ass doesnt fucking scare me  i will break you in fucking half.	 Dude back the fuck off....i probably don't even know you so get the FUCK off of my fucken page and stay the FUCK away from Frances.	None	Yes	10	Yes	9	Yes	10
nicomm	Q: oh goodness /:<br>A: What? :(	oh goodness /:	 What? :(	barbieFbaby		0	No	0	No	0
nicomm	Q: oh well 2 baddddd<br>A: You're very annoying	oh well 2 baddddd	 You're very annoying	ullnevanoo	No	0	No	0	No	None
nicomm	Q: ohh reallu? well how does it feel to want [; ?!<br>A: not good  i don't like being teased ;)	ohh reallu? well how does it feel to want [; ?!	 not good  i don't like being teased ;)	None	No	0	No	0	No	0
nicomm	Q: ohhh &amp;&amp; hes deffinately DROWNING!! (;<br>A: Sikeeeee! that nigga's a lil headbanger :)	ohhh &amp;&amp; hes deffinately DROWNING!! (;	 Sikeeeee! that nigga's a lil headbanger :)	barbieFbaby	No	0	No	0	No	None
nicomm	Q: People Are Mean  They Talk Way To Much Shit On You. Poor Thing. Hahah.<br>A: I knowwwww foolllll  they're jealous cause i pull bitches and no one wants their tiny dicks xD bahahaha	People Are Mean  They Talk Way To Much Shit On You. Poor Thing. Hahah.	 I knowwwww foolllll  they're jealous cause i pull bitches and no one wants their tiny dicks xD bahahaha	Karenlopez01	No	0	No	0	Yes	1
nicomm	Q: PLAYER !<br>A: You wish!	PLAYER !	 You wish!	None	Yes	2	No	0	No	0
nicomm	Q: r u &amp; Frances still talken?<br>A: Yeah. why?	r u &amp; Frances still talken?	 Yeah. why?	None	No	0	No	0	No	None
nicomm	Q: r u gay<br>A: Nah bro  I'm straight as can be	r u gay	 Nah bro  I'm straight as can be	None	Yes	3	Yes	1	No	0
nicomm	Q: say it to my face trick ass nigga i will fxckin murder you i aint tryna make no body feel bad so you can hush that you got something to say then please  step up &amp;&amp; show a namee fuckinn bitch. whuss up?!<br>A: .	say it to my face trick ass nigga i will fxckin murder you i aint tryna make no body feel bad so you can hush that you got something to say then please  step up &amp;&amp; show a namee fuckinn bitch. whuss up?!	 .	barbieFbaby	Yes	10	Yes	10	Yes	10
nicomm	Q: school...kinda<br>A: Tell me about yourself :)	school...kinda	 Tell me about yourself :)	None	No	None	No	0	No	0
nicomm	Q: sext me<3 ;)<br>A: give me your number<3 ;)	sext me<3 ;)	 give me your number<3 ;)	None	No	0	No	0	No	0
nicomm	Q: shira or frances?<br>A: No.	shira or frances?	 No.	None	No	0	No	0	No	0
nicomm	Q: so are you talking to shira or frances? its hard to keep up  playa playaa lol.<br>A: Frances :)	so are you talking to shira or frances? its hard to keep up  playa playaa lol.	 Frances :)	None	No	0	No	0	No	0
nicomm	Q: so whats up<br>A: nm...just chillin	so whats up	 nm...just chillin	shira5108	No	0	No	0	No	None
nicomm	Q: so whats up?<br>A: nothin much:)	so whats up?	 nothin much:)	shira5108	No	0	No	0	No	0
nicomm	Q: So who is it that you like?<br>A: Uh I'm not totally sure right now  I'm sort of torn between two people.	So who is it that you like?	 Uh I'm not totally sure right now  I'm sort of torn between two people.	None	No	0	No	0	No	0
nicomm	Q: so you said you were on your way like an hour ago  you only live like 15 min away..where youu be? ;D<br>A: its more like 5 mins :) and i was delayed by a train ;)	so you said you were on your way like an hour ago  you only live like 15 min away..where youu be? ;D	 its more like 5 mins :) and i was delayed by a train ;)	barbieFbaby	No	0	No	0	No	0
nicomm	Q: so you wont? lol you forgot the ending. it goes like this &quot;i would if i could  but i cant  so i wont&quot; <3<br>A: I know but i knew you would'nt be able to resist the urge to finish it :))	so you wont? lol you forgot the ending. it goes like this &quot;i would if i could  but i cant  so i wont&quot; <3	 I know but i knew you would'nt be able to resist the urge to finish it :))	shira5108	No	0	No	0	No	0
nicomm	Q: so you&#039;ll text me when you can again right? <3<br>A: yeah :)	so you&#039;ll text me when you can again right? <3	 yeah :)	shira5108	No	0	No	0	No	0
nicomm	Q: sorry that was funny. &quot;playa playa&quot; ahah. :p<br>A: i know  right? ;))	sorry that was funny. &quot;playa playa&quot; ahah. :p	 i know  right? ;))	barbieFbaby	No	0	No	None	No	0
nicomm	Q: thanks though :) i appreciate it<br>A: :)	thanks though :) i appreciate it	 :)	shira5108	No	0	No	0	No	0
nicomm	Q: that was gonna be the first hint but i guess i knew it was too obvious<br>A: haha well you are the only ninja i know ;)	that was gonna be the first hint but i guess i knew it was too obvious	 haha well you are the only ninja i know ;)	shira5108	No	0	No	None	No	0
nicomm	Q: thats a lie.<br>A: no.	thats a lie.	 no.	barbieFbaby	No	0	No	0	No	0
nicomm	Q: thats what i thought haha<br>A: What?	thats what i thought haha	 What?	None	No	0	No	0	No	0
nicomm	Q: the chicken flies at midnight....don&#039;t tell anyone<br>A: haha ok it'll be our secret	the chicken flies at midnight....don&#039;t tell anyone	 haha ok it'll be our secret	None	No	0	No	None	No	0
nicomm	Q: they are pointing to the one about me. You dont know a damn thing about me so stfu! seriously if you new me you wouldnt treat me the way you do im a human being and i have feeling so respect that  fucking ass hole. im sorry nico.<br>A: Frances don't be so angry  this person is obviously jealous of you in some way and they talk shit on you cause they think you'll stoop to their level so they can be even with  you....don't worry about them  just ignore it<3	they are pointing to the one about me. You dont know a damn thing about me so stfu! seriously if you new me you wouldnt treat me the way you do im a human being and i have feeling so respect that  fucking ass hole. im sorry nico.	 Frances don't be so angry  this person is obviously jealous of you in some way and they talk shit on you cause they think you'll stoop to their level so they can be even with  you....don't worry about them  just ignore it<3	barbieFbaby	No	0	Yes	8	No	0
nicomm	Q: too late  i hate you<br>A: I could give two shits and a fuck about your hatred for me :)	too late  i hate you	 I could give two shits and a fuck about your hatred for me :)	ullnevanoo	Yes	3	Yes	8	Yes	4
nicomm	Q: u have a dull life. it consists of drugs weed and firey bitch ur life must suc<br>A: haha weed is a drug dumbfuck...and you must be jealous of my life since you know so much about it	u have a dull life. it consists of drugs weed and firey bitch ur life must suc	 haha weed is a drug dumbfuck...and you must be jealous of my life since you know so much about it	ullnevanoo	No	0	No	0	Yes	8
nicomm	Q: ur gonna have a lot of shit on here cuz a lot of ppl hate u<br>A: I've actually anticipated that  and I'm already aware that a lot of people hate me...	ur gonna have a lot of shit on here cuz a lot of ppl hate u	 I've actually anticipated that  and I'm already aware that a lot of people hate me...	None	No	0	Yes	3	Yes	5
nicomm	Q: VV excuse me anonymous  but that is not how you spell my name :p and your welcome<3 hahaha [:<br>A: hehe i know  people are stupid...and i knew it was you ;)))	VV excuse me anonymous  but that is not how you spell my name :p and your welcome<3 hahaha [:	 hehe i know  people are stupid...and i knew it was you ;)))	barbieFbaby	No	0	No	0	No	0
nicomm	Q: well i had to put my two cents in [: haha<br>A: I gotcha :D	well i had to put my two cents in [: haha	 I gotcha :D	barbieFbaby	No	0	No	0	No	0
nicomm	Q: well put...<br>A: Thank you :)	well put...	 Thank you :)	None	No	0	No	0	No	0
nicomm	Q: well thats just too bad now isn&#039;t it? [;<br>A: yess its very unfortunate :)	well thats just too bad now isn&#039;t it? [;	 yess its very unfortunate :)	None	No	0	No	0	No	None
nicomm	Q: what are youu talking about GAYY&#039;BOYYu2665  idid textt you back  YOU didnt text me back!?<br>A: maybe you should text me NOW!!!! :)	what are youu talking about GAYY&#039;BOYYu2665  idid textt you back  YOU didnt text me back!?	 maybe you should text me NOW!!!! :)	barbieFbaby	No	0	No	None	No	0
nicomm	Q: what do you mean? what drama did you cause?<br>A: People keep talking about me on your page :/	what do you mean? what drama did you cause?	 People keep talking about me on your page :/	shira5108	No	0	No	0	No	0
nicomm	Q: what if i want to ask you something inappropriate? ;)<br>A: Then do it(;	what if i want to ask you something inappropriate? ;)	 Then do it(;	None	No	0	No	0	No	0
nicomm	Q: what&#039;s up?<br>A: What? Who is this?	what&#039;s up?	 What? Who is this?	None	No	0	No	0	No	0
nicomm	Q: WHATEVER. Im gunna leave before you guys cry &amp; get yourselves hurt  i mean your begging me to leave  bye pussys!!!!!!!!!!!!!<br>A: You're the one being anonymous! Give me your name and ill have someone beat your ass.	WHATEVER. Im gunna leave before you guys cry &amp; get yourselves hurt  i mean your begging me to leave  bye pussys!!!!!!!!!!!!!	 You're the one being anonymous! Give me your name and ill have someone beat your ass.	None	Yes	10	Yes	6	Yes	8
nicomm	Q: whats up with you and francis????<br>A: What do you mean?	whats up with you and francis????	 What do you mean?	None	No	0	No	0	Yes	5
nicomm	Q: who are these two people?<br>A: Umm its not really your business  maybe if i knew who you were i could tell you...	who are these two people?	 Umm its not really your business  maybe if i knew who you were i could tell you...	None	No	0	No	0	No	0
nicomm	Q: who is your bestfriend???<br>A: You are :)	who is your bestfriend???	 You are :)	None	No	0	No	0	No	0
nicomm	Q: WHORE!<br>A: You know it :)	WHORE!	 You know it :)	None	Yes	6	Yes	1	Yes	1
nicomm	Q: wtf ? V<br>A: I don't know.	wtf ? V	 I don't know.	barbieFbaby	No	0	No	0	No	0
nicomm	Q: y3ah im sur3 sh3 d0nt want y0u..<br>A: Oh thats bad news :/ and nice gay typing dude	y3ah im sur3 sh3 d0nt want y0u..	 Oh thats bad news :/ and nice gay typing dude	None	No	0	Yes	6	Yes	4
nicomm	Q: yeah go ahead and play victim  i do know you nico. thats how i know your a player.<br>A: Fuck you bitch  if you did know me then you would know that Lindsey and Haley both played me so shut your mouth	yeah go ahead and play victim  i do know you nico. thats how i know your a player.	 Fuck you bitch  if you did know me then you would know that Lindsey and Haley both played me so shut your mouth	None	Yes	9	Yes	1	Yes	5
nicomm	Q: yeah i know /: ha  thanks hun<33 [:<br>A: You're most certainly welcome :) would it be alright if i were to send you a text message? ;D	yeah i know /: ha  thanks hun<33 [:	 You're most certainly welcome :) would it be alright if i were to send you a text message? ;D	barbieFbaby	No	0	No	0	No	0
nicomm	Q: yeah its really hard to when i get this shit like every ither day like it seriously pisses me off now  if it was like yesturday i wouldnt give 2 fucks but with everything im going thru right now its like wtf.<br>A: What happened?	yeah its really hard to when i get this shit like every ither day like it seriously pisses me off now  if it was like yesturday i wouldnt give 2 fucks but with everything im going thru right now its like wtf.	 What happened?	barbieFbaby	No	0	No	0	No	0
nicomm	Q: yeahh. im over this convo  on to th nextt onee! ahahaha. hello.<br>A: Hi my name is Nico. Its a pleasure to meet you :)	yeahh. im over this convo  on to th nextt onee! ahahaha. hello.	 Hi my name is Nico. Its a pleasure to meet you :)	barbieFbaby	No	0	No	0	No	0
nicomm	Q: YO DAWG I HERD U LIKE CANS  SO WE PUT A CAN IN YO CAN SO YOU CAN HAVE A CAN WHILE ON THE CAN<br>A: Dude thank you sooo much  that's what I've always wanted!!! Haha	YO DAWG I HERD U LIKE CANS  SO WE PUT A CAN IN YO CAN SO YOU CAN HAVE A CAN WHILE ON THE CAN	 Dude thank you sooo much  that's what I've always wanted!!! Haha	None	No	0	No	0	No	0
nicomm	Q: You and frances gross me out  nastiest couple ive ever freakin seen. Your way out of her league like no joke.<br>A: I appreciate you trying to help  but its not working...so why don't you go away and stop being jealous  yeah?	You and frances gross me out  nastiest couple ive ever freakin seen. Your way out of her league like no joke.	 I appreciate you trying to help  but its not working...so why don't you go away and stop being jealous  yeah?	None	Yes	8	Yes	10	Yes	10
nicomm	Q: you are very welcome<br>A: Who are you? :-)	you are very welcome	 Who are you? :-)	None	No	0	No	0	No	0
nicomm	Q: you should ask her if shes still &quot;feelin it&quot; so you know for sure<br>A: And why are you trying to give me advice.?	you should ask her if shes still &quot;feelin it&quot; so you know for sure	 And why are you trying to give me advice.?	None	No	0	No	0	No	0
nicomm	Q: you tell me :p<br>A: I would if i could  but i cant :(	you tell me :p	 I would if i could  but i cant :(	None	No	0	No	0	No	0
nicomm	Q: youd fight for lindsey? im a gurl. id love to see it<br>A: Hahaha well then i can't fight you canI? and if you don't mind me asking  why do you dislike her?	youd fight for lindsey? im a gurl. id love to see it	 Hahaha well then i can't fight you canI? and if you don't mind me asking  why do you dislike her?	None	No	0	No	0	No	0
nicomm	Q: your a fagggggg<br>A: You're a bitchhhhh	your a fagggggg	 You're a bitchhhhh	None	Yes	5	Yes	2	Yes	6
nicomm	Q: your MIGHTY attractive  <33 ;D<br>A: Aww thanks <3 I wonder who this could be? ;)))	your MIGHTY attractive  <33 ;D	 Aww thanks <3 I wonder who this could be? ;)))	None	No	None	No	0	No	0
nicomm	Q: your my bitch and ill kill you nigga<br>A: How bout you suck my dick?	your my bitch and ill kill you nigga	 How bout you suck my dick?	None	Yes	10	Yes	10	Yes	10
nicomm	Q: your so gay haha<br>A: Well you're fat.	your so gay haha	 Well you're fat.	AndrewHabash55	Yes	4	No	0	Yes	3
nicomm	Q: your still gay and a bitch haha<br>A: Well you're a rapist so fuckoff	your still gay and a bitch haha	 Well you're a rapist so fuckoff	AndrewHabash55	Yes	4	Yes	10	Yes	3
nicomm	Q: Your the one talkin shit back.. fuckstick? i mean seriously how 5th grade can you get?<br>A: I didn't know 5th graders were so badass....why don't you get out of here before i fuck you in the ass so hard  your kids won't be able to sit down for the first 8 years of their lives!!!	Your the one talkin shit back.. fuckstick? i mean seriously how 5th grade can you get?	 I didn't know 5th graders were so badass....why don't you get out of here before i fuck you in the ass so hard  your kids won't be able to sit down for the first 8 years of their lives!!!	None	Yes	5	Yes	10	Yes	10
nicomm	Q: yup yup. same grade as you too.<br>A: did we have any classes together this year?	yup yup. same grade as you too.	 did we have any classes together this year?	None	No	0	No	0	No	0
nicomm	Q: yuppp<br>A: Thanks for the memo  if you would reveal your identity we could continue this conversation in depth :)	yuppp	 Thanks for the memo  if you would reveal your identity we could continue this conversation in depth :)	None	No	None	No	0	No	0
pacmandan	Q: helloooo ;)<br>A: Hello to you to :)	helloooo ;)<br>	 Hello to you to :)	None	No	0	No	0	No	0
teaachgee	Q: &amp;&amp; if anyone gets tired of my questions or just generally annoyed with being spammed please let me know. I am not here to bother anyone! Thank you!<br>A: kkkkk i think ive got this message like 18 times already haha	&amp;&amp; if anyone gets tired of my questions or just generally annoyed with being spammed please let me know. I am not here to bother anyone! Thank you!	 kkkkk i think ive got this message like 18 times already haha	ChloroformGRL	No	0	No	0	No	0
teaachgee	Q: &quot;musta&quot;(mooosta)- a Filipino word w/c means how are you.. so  musta? :]<br>A: bien. which is good in spanish. hahaha musta?	&quot;musta&quot;(mooosta)- a Filipino word w/c means how are you.. so  musta? :]	 bien. which is good in spanish. hahaha musta?	emahsnouoy	No	0	No	0	No	0
teaachgee	Q: (:r cools iLike that pikk lols<br>A: Thanks. It was in Panama with 7 other chicks. Funn times.	(:r cools iLike that pikk lols	 Thanks. It was in Panama with 7 other chicks. Funn times.	LickMyCherii	No	0	No	0	No	None
teaachgee	Q: (If it were to save a life) Would you ever give mouth to mouth to a person with Herpes?<br>A: Ohhh uhhh?? No to be honest.	(If it were to save a life) Would you ever give mouth to mouth to a person with Herpes?	 Ohhh uhhh?? No to be honest.	ChloroformGRL	No	0	No	0	No	0
teaachgee	Q: (this one is bothering me a bit.) Why does it seem like most everyone wants to knwo if the world will end in 2012? Are we going to fear it till it&#039;s over like Y2K?<br>A: yup probably	(this one is bothering me a bit.) Why does it seem like most everyone wants to knwo if the world will end in 2012? Are we going to fear it till it&#039;s over like Y2K?	 yup probably	ChloroformGRL	No	0	No	0	No	0
teaachgee	Q: *POOF* Your in prison... Why are you there?<br>A: i killed a man.	*POOF* Your in prison... Why are you there?	 i killed a man.	ChloroformGRL	No	0	No	None	No	0
teaachgee	Q: .<br>A: .	.	 .	None	No	0	No	0	No	0
teaachgee	Q: :) Are you currently happy in your life right now?<br>A: Im a very happy person but I could definantly be happier with some different aspects i my life.	:) Are you currently happy in your life right now?	 Im a very happy person but I could definantly be happier with some different aspects i my life.	Seghennnn	No	0	No	0	No	0
teaachgee	Q: 3 physical features you get complimented on a lot? Name your least favorite feature?<br>A: Smile. Ethnicity. Eyes. in that order the most. and my least favorite feature would be my height  but only because forever I wanted to be a model and in America you have to be likeee 7' anorexic giraffe. hahhaa	3 physical features you get complimented on a lot? Name your least favorite feature?	 Smile. Ethnicity. Eyes. in that order the most. and my least favorite feature would be my height  but only because forever I wanted to be a model and in America you have to be likeee 7' anorexic giraffe. hahhaa	emahsnouoy	No	0	No	0	No	0
teaachgee	Q: 3 physical features you get complimented on a lot?<br>A: smile. eyes. complection	3 physical features you get complimented on a lot?	 smile. eyes. complection	emahsnouoy	No	0	No	0	No	0
